Region,material,super_category,sub_use,cohort_year,surviving_stock_Mt,cohort_age,is_ghost
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,1984,0.41446682524018885,40,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,1985,0.4331401365441027,39,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,1986,0.41194880427940483,38,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,1987,0.38433825761977675,37,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,1988,0.39083451370176814,36,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,1989,0.37407747120830015,35,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,1990,0.4397714099189833,34,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,1991,0.42478757552258717,33,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,1992,0.4068845776767188,32,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,1993,0.4429150659943613,31,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,1994,0.5620577692587752,30,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,1995,0.3155860675673113,29,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,1996,0.2880310703576557,28,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,1997,0.2962324367812944,27,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,1998,0.3058000557881706,26,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,1999,0.2971226584621003,25,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,2000,0.3657163834036178,24,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,2001,0.48402102803030306,23,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,2002,0.5215067905340102,22,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,2003,0.6096478013194223,21,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,2004,0.7006830828350317,20,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,2005,0.9788550523438938,19,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,2006,1.0095611759353462,18,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,2007,1.1827707467622512,17,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,2008,1.185021772973004,16,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,2009,1.0226919539215626,15,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,2010,1.1025932895834794,14,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,2011,1.2993820601835584,13,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,2012,1.188438417806207,12,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,2013,1.2815122147877356,11,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,2014,1.4118846030791046,10,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,2015,1.0599276800553266,9,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,2016,1.3738115911957898,8,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,2017,1.52042210292053,7,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,2018,1.5796329300070109,6,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,2019,1.5828179439170493,5,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,2020,1.6983312147005423,4,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,2021,1.782516214656614,3,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,2022,1.8780586881431864,2,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,2023,1.959334522046163,1,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,2024,2.056063105000192,0,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,1900,4.120319582712262e-5,124,TRUE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,1905,4.660660814019386e-4,119,TRUE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,1910,0.001084361794965113,114,TRUE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,1915,0.002274752660665768,109,TRUE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,1920,0.0038414523478227667,104,TRUE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,1925,0.007674500326158345,99,TRUE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,1930,0.01649438232460036,94,TRUE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,1935,0.022965402933149623,89,TRUE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,1940,0.050694925061347165,84,TRUE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,1945,0.08585455161434143,79,TRUE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,1950,0.15204681709264622,74,TRUE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,1955,0.336538441215661,69,TRUE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,1960,0.6318013740721673,64,TRUE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,1965,1.3837349169343434,59,TRUE
Sub-Saharan Africa,Metal_NonFe,buildings,non_residential,1970,2.502887016304398,54,TRUE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1970,0.6862208931209408,54,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1971,0.6813246908162904,53,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1972,0.688929744796471,52,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1973,0.7968076108358025,51,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1974,0.7902016905277714,50,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1975,0.6590614883265027,49,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1976,0.6917750363104721,48,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1977,0.6411898680360804,47,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1978,0.7110565739212363,46,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1979,0.7688577477117228,45,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1980,0.7199641448252346,44,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1981,0.6770466776576746,43,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1982,0.5934482761104921,42,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1983,0.5613904314863198,41,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1984,0.5241641107868567,40,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1985,0.5431311857585325,39,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1986,0.5115013989247681,38,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1987,0.47010062002053543,37,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1988,0.4728437348517757,36,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1989,0.4446355975530132,35,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1990,0.5136943801997342,34,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1991,0.49040035859132,33,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1992,0.4745368029774359,32,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1993,0.5206419498191108,31,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1994,0.6632482754031287,30,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1995,0.35582497147398634,29,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1996,0.32406556267245795,28,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1997,0.32596673450387076,27,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1998,0.36740194031727524,26,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1999,0.36426742742866147,25,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,2000,0.4528300139962166,24,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,2001,0.5775932098163264,23,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,2002,0.6195514536471933,22,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,2003,0.6978177367351104,21,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,2004,0.7934333650425058,20,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,2005,1.169073127929967,19,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,2006,1.1919031937709148,18,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,2007,1.3851971737388222,17,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,2008,1.3548384335848844,16,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,2009,1.2773999370956366,15,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,2010,1.4129128854608237,14,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,2011,1.721569597366018,13,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,2012,1.6695245541985222,12,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,2013,1.813904407372475,11,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,2014,2.0027674125969224,10,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,2015,1.4921624799390605,9,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,2016,1.9211994485259605,8,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,2017,2.123061234430617,7,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,2018,2.2030911711148367,6,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,2019,2.205468182720525,5,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,2020,2.3647828125417774,4,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,2021,2.4808225910986157,3,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,2022,2.6130415929420616,2,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,2023,2.725756872801856,1,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,2024,2.860239325975152,0,FALSE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1900,0.005709398834648961,124,TRUE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1905,0.03974672469099423,119,TRUE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1910,0.0586272323535888,114,TRUE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1915,0.0802664767400683,109,TRUE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1920,0.09101107880486625,104,TRUE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1925,0.12551211405790197,99,TRUE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1930,0.19131686263512124,94,TRUE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1935,0.19396231395889782,89,TRUE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1940,0.31986718889638643,84,TRUE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1945,0.4149051914926064,79,TRUE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1950,0.5765468607940709,74,TRUE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1955,1.0249850668767604,69,TRUE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1960,1.5808609732291485,64,TRUE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1965,2.906958603585178,59,TRUE
Sub-Saharan Africa,Metal_NonFe,buildings,residential,1970,4.507814699511733,54,TRUE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1970,0.351200925656633,54,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1971,0.34102964276068837,53,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1972,0.3482081492197846,52,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1973,0.4073512529869412,51,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1974,0.41424611758418983,50,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1975,0.3427070565628283,49,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1976,0.3779379237068387,48,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1977,0.3444487004380197,47,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1978,0.3612658256213739,46,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1979,0.39009363924929996,45,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1980,0.3678048927948475,44,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1981,0.3530941630913343,43,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1982,0.3230408148948109,42,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1983,0.2951909129481147,41,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1984,0.28356295928175124,40,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1985,0.28510077709306497,39,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1986,0.2653774407629788,38,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1987,0.23791263685905287,37,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1988,0.24350116134587993,36,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1989,0.22353313192732432,35,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1990,0.1323865422521577,34,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1991,0.14014974489850834,33,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1992,0.17053823955787822,32,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1993,0.293095079351961,31,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1994,0.2424928706220642,30,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1995,0.441714194336148,29,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1996,0.4517579670518277,28,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1997,0.48180832519471084,27,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1998,0.38905627114855434,26,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1999,0.4871915803385962,25,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,2000,0.6276734608598015,24,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,2001,0.7065441258016383,23,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,2002,0.9912650658898311,22,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,2003,1.2075437266893485,21,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,2004,1.1810144882974027,20,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,2005,1.393296577761695,19,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,2006,1.759582487668292,18,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,2007,2.077451997939611,17,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,2008,2.2923129352222547,16,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,2009,2.711039025234395,15,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,2010,3.517770264794311,14,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,2011,4.252571605693116,13,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,2012,4.161398639984557,12,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,2013,4.366005379230287,11,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,2014,3.568711195544179,10,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,2015,3.606192473862122,9,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,2016,3.720898021943349,8,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,2017,4.110112231389712,7,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,2018,4.263585962883911,6,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,2019,4.267049182841495,5,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,2020,4.574382121408774,4,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,2021,4.798196881313341,3,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,2022,5.05350943182203,2,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,2023,5.271293307465548,1,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,2024,5.531320908576369,0,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1900,0.011933212301085029,124,TRUE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1905,0.07241015139817286,119,TRUE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1910,0.09370544325413975,114,TRUE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1915,0.1134564432657727,109,TRUE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1920,0.11461245508935175,104,TRUE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1925,0.14229010321629346,99,TRUE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1930,0.19771692149427755,94,TRUE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1935,0.18318722902616524,89,TRUE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1940,0.2678252520983797,84,TRUE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1945,0.32651302804302895,79,TRUE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1950,0.4206558014565132,74,TRUE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1955,0.6737015181918887,69,TRUE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1960,0.9778032094287002,64,TRUE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1965,1.6625783435246468,59,TRUE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,civil_engineering,1970,2.4057721173295117,54,TRUE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1970,0.09511208716503294,54,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1971,0.10579919150325223,53,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1972,0.11619765106516781,52,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1973,0.14949872123893615,51,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1974,0.16175015632405063,50,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1975,0.14646747431021975,49,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1976,0.1685183326411021,48,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1977,0.16832826514959892,47,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1978,0.19972264553560448,46,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1979,0.23897922789854265,45,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1980,0.24202977514118268,44,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1981,0.23558902917795085,43,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1982,0.22644593022475606,42,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1983,0.22253472454056863,41,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1984,0.22594588810602836,40,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1985,0.24530458416165699,39,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1986,0.23886035029661795,38,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1987,0.2331550335249866,37,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1988,0.2525974510885927,36,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1989,0.24502174954279146,35,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1990,0.15795719184337917,34,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1991,0.1739844553748774,33,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1992,0.20845453717815948,32,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1993,0.3793876487000643,31,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1994,0.32422400149982916,30,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1995,0.5991401262789232,29,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1996,0.6412925750395697,28,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1997,0.7108389395600381,27,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1998,0.6328363178140226,26,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1999,0.7864227360904684,25,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,2000,1.01305595138868,24,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,2001,1.1482014972348424,23,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,2002,1.5863334964194906,22,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,2003,1.901131025010688,21,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,2004,1.830916389661941,20,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,2005,2.073818430743436,19,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,2006,2.5113582103332477,18,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,2007,2.915822962626694,17,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,2008,3.1381338374858903,16,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,2009,3.5491749295425685,15,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,2010,4.316156562054856,14,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,2011,4.9167002764166545,13,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,2012,4.802506891937269,12,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,2013,4.889159269894802,11,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,2014,4.044485009883899,10,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,2015,4.295863824335253,9,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,2016,4.451626101086725,8,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,2017,4.946119151944064,7,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,2018,5.155082364210738,6,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,2019,5.178262657528614,5,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,2020,5.566349992349005,4,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,2021,5.8496176532261686,3,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,2022,6.167845569707738,2,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,2023,6.437063842314503,1,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,2024,6.755366680643987,0,FALSE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1900,1.2708503737587986e-10,124,TRUE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1905,5.185632028284313e-9,119,TRUE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1910,4.0167489837314824e-8,114,TRUE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1915,2.597543389514334e-7,109,TRUE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1920,1.2537267615092751e-6,104,TRUE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1925,6.6699085817017075e-6,99,TRUE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1930,3.571495989254104e-5,94,TRUE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1935,1.1498190771161071e-4,89,TRUE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1940,5.281926278014506e-4,84,TRUE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1945,0.0018347316651273953,79,TRUE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1950,0.006125461602840488,74,TRUE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1955,0.023192807532354212,69,TRUE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1960,0.07283095527621314,64,TRUE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1965,0.24600953741572568,59,TRUE
Sub-Saharan Africa,Metal_NonFe,civil_infrastructure,roads,1970,0.6515301942750691,54,TRUE
Sub-Saharan Africa,Metal_NonFe,machinery,machinery_group,1970,0.00754857090259493,54,FALSE
Sub-Saharan Africa,Metal_NonFe,machinery,machinery_group,1971,0.00925129477002231,53,FALSE
Sub-Saharan Africa,Metal_NonFe,machinery,machinery_group,1972,0.01154612169754094,52,FALSE
Sub-Saharan Africa,Metal_NonFe,machinery,machinery_group,1973,0.016346154142860423,51,FALSE
Sub-Saharan Africa,Metal_NonFe,machinery,machinery_group,1974,0.019643260137783305,50,FALSE
Sub-Saharan Africa,Metal_NonFe,machinery,machinery_group,1975,0.02006971523134921,49,FALSE
Sub-Saharan Africa,Metal_NonFe,machinery,machinery_group,1976,0.02564106956947072,48,FALSE
