Region,material,super_category,sub_use,cohort_year,surviving_stock_Mt,cohort_age,is_ghost
East Asia,Metal_Fe,buildings,non_residential,1970,6.775085177911802,54,FALSE
East Asia,Metal_Fe,buildings,non_residential,1971,7.055992216972354,53,FALSE
East Asia,Metal_Fe,buildings,non_residential,1972,7.918071413579893,52,FALSE
East Asia,Metal_Fe,buildings,non_residential,1973,8.920583274814367,51,FALSE
East Asia,Metal_Fe,buildings,non_residential,1974,8.904999410837844,50,FALSE
East Asia,Metal_Fe,buildings,non_residential,1975,8.042518811022072,49,FALSE
East Asia,Metal_Fe,buildings,non_residential,1976,7.958708742800899,48,FALSE
East Asia,Metal_Fe,buildings,non_residential,1977,8.697171055608548,47,FALSE
East Asia,Metal_Fe,buildings,non_residential,1978,9.873143823358715,46,FALSE
East Asia,Metal_Fe,buildings,non_residential,1979,11.092596053452612,45,FALSE
East Asia,Metal_Fe,buildings,non_residential,1980,10.817671620952213,44,FALSE
East Asia,Metal_Fe,buildings,non_residential,1981,10.86167342512352,43,FALSE
East Asia,Metal_Fe,buildings,non_residential,1982,11.547121741561222,42,FALSE
East Asia,Metal_Fe,buildings,non_residential,1983,12.5229804648454,41,FALSE
East Asia,Metal_Fe,buildings,non_residential,1984,13.954924889468092,40,FALSE
East Asia,Metal_Fe,buildings,non_residential,1985,14.97348056691433,39,FALSE
East Asia,Metal_Fe,buildings,non_residential,1986,14.805003660384676,38,FALSE
East Asia,Metal_Fe,buildings,non_residential,1987,16.723983719769233,37,FALSE
East Asia,Metal_Fe,buildings,non_residential,1988,19.275801604469724,36,FALSE
East Asia,Metal_Fe,buildings,non_residential,1989,19.918925322032777,35,FALSE
East Asia,Metal_Fe,buildings,non_residential,1990,21.522999314426325,34,FALSE
East Asia,Metal_Fe,buildings,non_residential,1991,21.271974357934564,33,FALSE
East Asia,Metal_Fe,buildings,non_residential,1992,24.11828772795631,32,FALSE
East Asia,Metal_Fe,buildings,non_residential,1993,27.44601907361224,31,FALSE
East Asia,Metal_Fe,buildings,non_residential,1994,26.891263901114232,30,FALSE
East Asia,Metal_Fe,buildings,non_residential,1995,15.966442229186795,29,FALSE
East Asia,Metal_Fe,buildings,non_residential,1996,17.28963404436897,28,FALSE
East Asia,Metal_Fe,buildings,non_residential,1997,18.335464816465755,27,FALSE
East Asia,Metal_Fe,buildings,non_residential,1998,13.714720143609732,26,FALSE
East Asia,Metal_Fe,buildings,non_residential,1999,14.456643053508223,25,FALSE
East Asia,Metal_Fe,buildings,non_residential,2000,14.338612695513097,24,FALSE
East Asia,Metal_Fe,buildings,non_residential,2001,15.276490948564575,23,FALSE
East Asia,Metal_Fe,buildings,non_residential,2002,17.232752040814702,22,FALSE
East Asia,Metal_Fe,buildings,non_residential,2003,19.152912841378544,21,FALSE
East Asia,Metal_Fe,buildings,non_residential,2004,20.581723846616843,20,FALSE
East Asia,Metal_Fe,buildings,non_residential,2005,23.770851494034165,19,FALSE
East Asia,Metal_Fe,buildings,non_residential,2006,24.67032362287994,18,FALSE
East Asia,Metal_Fe,buildings,non_residential,2007,27.972810967430203,17,FALSE
East Asia,Metal_Fe,buildings,non_residential,2008,30.470779338553648,16,FALSE
East Asia,Metal_Fe,buildings,non_residential,2009,30.995460442519256,15,FALSE
East Asia,Metal_Fe,buildings,non_residential,2010,34.93154479551289,14,FALSE
East Asia,Metal_Fe,buildings,non_residential,2011,34.2886587170989,13,FALSE
East Asia,Metal_Fe,buildings,non_residential,2012,34.15828504762909,12,FALSE
East Asia,Metal_Fe,buildings,non_residential,2013,39.859452644067616,11,FALSE
East Asia,Metal_Fe,buildings,non_residential,2014,39.087121181888975,10,FALSE
East Asia,Metal_Fe,buildings,non_residential,2015,37.277532444671884,9,FALSE
East Asia,Metal_Fe,buildings,non_residential,2016,40.68126725969295,8,FALSE
East Asia,Metal_Fe,buildings,non_residential,2017,41.79888766950353,7,FALSE
East Asia,Metal_Fe,buildings,non_residential,2018,34.604504776548225,6,FALSE
East Asia,Metal_Fe,buildings,non_residential,2019,36.37501433825256,5,FALSE
East Asia,Metal_Fe,buildings,non_residential,2020,37.37569273444844,4,FALSE
East Asia,Metal_Fe,buildings,non_residential,2021,39.938047142358464,3,FALSE
East Asia,Metal_Fe,buildings,non_residential,2022,41.57291983427242,2,FALSE
East Asia,Metal_Fe,buildings,non_residential,2023,43.50684598418035,1,FALSE
East Asia,Metal_Fe,buildings,non_residential,2024,45.615948639236606,0,FALSE
East Asia,Metal_Fe,buildings,non_residential,1900,1.5936932100410042e-4,124,TRUE
East Asia,Metal_Fe,buildings,non_residential,1905,5.001183937761401e-4,119,TRUE
East Asia,Metal_Fe,buildings,non_residential,1910,0.0011924233206346549,114,TRUE
East Asia,Metal_Fe,buildings,non_residential,1915,0.0031837650551730552,109,TRUE
East Asia,Metal_Fe,buildings,non_residential,1920,0.00775753574383632,104,TRUE
East Asia,Metal_Fe,buildings,non_residential,1925,0.015968541298120077,99,TRUE
East Asia,Metal_Fe,buildings,non_residential,1930,0.03638912202145709,94,TRUE
East Asia,Metal_Fe,buildings,non_residential,1935,0.07750598923863165,89,TRUE
East Asia,Metal_Fe,buildings,non_residential,1940,0.19420798229544067,84,TRUE
East Asia,Metal_Fe,buildings,non_residential,1945,0.2906448942216263,79,TRUE
East Asia,Metal_Fe,buildings,non_residential,1950,0.26251251649012025,74,TRUE
East Asia,Metal_Fe,buildings,non_residential,1955,0.794357924526898,69,TRUE
East Asia,Metal_Fe,buildings,non_residential,1960,2.8686555540295706,64,TRUE
East Asia,Metal_Fe,buildings,non_residential,1965,5.157503712069392,59,TRUE
East Asia,Metal_Fe,buildings,non_residential,1970,11.464579752599409,54,TRUE
East Asia,Metal_Fe,buildings,residential,1970,12.202240195615989,54,FALSE
East Asia,Metal_Fe,buildings,residential,1971,12.323406371183248,53,FALSE
East Asia,Metal_Fe,buildings,residential,1972,13.469937890294263,52,FALSE
East Asia,Metal_Fe,buildings,residential,1973,14.692958595153275,51,FALSE
East Asia,Metal_Fe,buildings,residential,1974,14.144598878575493,50,FALSE
East Asia,Metal_Fe,buildings,residential,1975,12.265847023591668,49,FALSE
East Asia,Metal_Fe,buildings,residential,1976,11.87870958273947,48,FALSE
East Asia,Metal_Fe,buildings,residential,1977,12.686000316203996,47,FALSE
East Asia,Metal_Fe,buildings,residential,1978,14.08733862720335,46,FALSE
East Asia,Metal_Fe,buildings,residential,1979,15.540275899443719,45,FALSE
East Asia,Metal_Fe,buildings,residential,1980,14.721957829365635,44,FALSE
East Asia,Metal_Fe,buildings,residential,1981,14.378696321264746,43,FALSE
East Asia,Metal_Fe,buildings,residential,1982,14.948413202824558,42,FALSE
East Asia,Metal_Fe,buildings,residential,1983,15.984805517449415,41,FALSE
East Asia,Metal_Fe,buildings,residential,1984,17.64838667496844,40,FALSE
East Asia,Metal_Fe,buildings,residential,1985,18.77582696475053,39,FALSE
East Asia,Metal_Fe,buildings,residential,1986,18.3828184587637,38,FALSE
East Asia,Metal_Fe,buildings,residential,1987,20.45582233880719,37,FALSE
East Asia,Metal_Fe,buildings,residential,1988,23.32046352967254,36,FALSE
East Asia,Metal_Fe,buildings,residential,1989,23.676013512837784,35,FALSE
East Asia,Metal_Fe,buildings,residential,1990,25.14088806932756,34,FALSE
East Asia,Metal_Fe,buildings,residential,1991,24.557648232161537,33,FALSE
East Asia,Metal_Fe,buildings,residential,1992,28.128407365706714,32,FALSE
East Asia,Metal_Fe,buildings,residential,1993,32.26250354157036,31,FALSE
East Asia,Metal_Fe,buildings,residential,1994,31.732653441203066,30,FALSE
East Asia,Metal_Fe,buildings,residential,1995,18.002248624393705,29,FALSE
East Asia,Metal_Fe,buildings,residential,1996,19.452675636805388,28,FALSE
East Asia,Metal_Fe,buildings,residential,1997,20.1758850474789,27,FALSE
East Asia,Metal_Fe,buildings,residential,1998,16.477481597194494,26,FALSE
East Asia,Metal_Fe,buildings,residential,1999,17.723603449205054,25,FALSE
East Asia,Metal_Fe,buildings,residential,2000,17.754069771683387,24,FALSE
East Asia,Metal_Fe,buildings,residential,2001,18.229781209338373,23,FALSE
East Asia,Metal_Fe,buildings,residential,2002,20.472555239972777,22,FALSE
East Asia,Metal_Fe,buildings,residential,2003,21.922890990388357,21,FALSE
East Asia,Metal_Fe,buildings,residential,2004,23.30615196805243,20,FALSE
East Asia,Metal_Fe,buildings,residential,2005,28.39017241944633,19,FALSE
East Asia,Metal_Fe,buildings,residential,2006,29.126157204123444,18,FALSE
East Asia,Metal_Fe,buildings,residential,2007,32.76024436661468,17,FALSE
East Asia,Metal_Fe,buildings,residential,2008,34.83732020010489,16,FALSE
East Asia,Metal_Fe,buildings,residential,2009,38.715078443416715,15,FALSE
East Asia,Metal_Fe,buildings,residential,2010,44.76286062767246,14,FALSE
East Asia,Metal_Fe,buildings,residential,2011,45.4295269964538,13,FALSE
East Asia,Metal_Fe,buildings,residential,2012,47.98573890063206,12,FALSE
East Asia,Metal_Fe,buildings,residential,2013,56.41868722921565,11,FALSE
East Asia,Metal_Fe,buildings,residential,2014,55.4453334108128,10,FALSE
East Asia,Metal_Fe,buildings,residential,2015,52.47917976417694,9,FALSE
East Asia,Metal_Fe,buildings,residential,2016,56.89049992410538,8,FALSE
East Asia,Metal_Fe,buildings,residential,2017,58.36642198438307,7,FALSE
East Asia,Metal_Fe,buildings,residential,2018,48.26240166674436,6,FALSE
East Asia,Metal_Fe,buildings,residential,2019,50.68424772244264,5,FALSE
East Asia,Metal_Fe,buildings,residential,2020,52.042496198746996,4,FALSE
East Asia,Metal_Fe,buildings,residential,2021,55.58390368651494,3,FALSE
East Asia,Metal_Fe,buildings,residential,2022,57.8425846608673,2,FALSE
East Asia,Metal_Fe,buildings,residential,2023,60.52518501611813,1,FALSE
East Asia,Metal_Fe,buildings,residential,2024,63.45745413762247,0,FALSE
East Asia,Metal_Fe,buildings,residential,1900,0.022083311678960837,124,TRUE
East Asia,Metal_Fe,buildings,residential,1905,0.04265075040545484,119,TRUE
East Asia,Metal_Fe,buildings,residential,1910,0.06446969951107043,114,TRUE
East Asia,Metal_Fe,buildings,residential,1915,0.11234171000907715,109,TRUE
East Asia,Metal_Fe,buildings,residential,1920,0.1837903045482286,104,TRUE
East Asia,Metal_Fe,buildings,residential,1925,0.2611564651208032,99,TRUE
East Asia,Metal_Fe,buildings,residential,1930,0.42207416574845585,94,TRUE
East Asia,Metal_Fe,buildings,residential,1935,0.6546038431008129,89,TRUE
East Asia,Metal_Fe,buildings,residential,1940,1.2253842230343164,84,TRUE
East Asia,Metal_Fe,buildings,residential,1945,1.4045857001858528,79,TRUE
East Asia,Metal_Fe,buildings,residential,1950,0.995422135073755,74,TRUE
East Asia,Metal_Fe,buildings,residential,1955,2.4193521769880895,69,TRUE
East Asia,Metal_Fe,buildings,residential,1960,7.177802703677544,64,TRUE
East Asia,Metal_Fe,buildings,residential,1965,10.83491469741816,59,TRUE
East Asia,Metal_Fe,buildings,residential,1970,20.648235735706468,54,TRUE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1970,5.867028359799681,54,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1971,5.7730394554244455,53,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1972,6.164789723501442,52,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1973,6.690190482118536,51,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1974,6.467268134240805,50,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1975,5.729442762489204,49,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1976,5.849729247872443,48,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1977,6.373388402213799,47,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1978,7.032841305036093,46,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1979,7.502403697464227,45,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1980,6.975112964506878,44,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1981,7.010426291481878,43,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1982,7.742210199972013,42,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1983,8.441078128914786,41,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1984,9.267842016095564,40,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1985,10.014396173801673,39,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1986,9.932651160970677,38,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1987,10.587450748314787,37,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1988,11.638071180877846,36,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1989,12.401603091127676,35,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1990,11.571494849275828,34,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1991,12.863068062859833,33,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1992,14.822231276050156,32,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1993,18.3156768347505,31,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1994,17.73149387463044,30,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1995,28.651785698386412,29,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1996,32.269124408933564,28,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1997,34.67391829009241,27,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1998,28.275753657693517,26,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1999,32.41778524545393,25,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,2000,35.606532586215145,24,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,2001,40.16587366850566,23,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,2002,46.91764417777074,22,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,2003,54.795580915411904,21,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,2004,62.46806976070284,20,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,2005,78.42979995865653,19,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,2006,86.75920227722092,18,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,2007,98.14639806512406,17,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,2008,108.86233092917546,16,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,2009,123.81094278128725,15,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,2010,149.0787815470711,14,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,2011,164.81746372087548,13,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,2012,171.7467175595168,12,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,2013,196.47606339739895,11,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,2014,190.5236271646431,10,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,2015,173.70365462654766,9,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,2016,178.90372901701912,8,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,2017,183.4672535618472,7,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,2018,151.65467825832923,6,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,2019,159.22240714023746,5,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,2020,163.45703924662718,4,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,2021,174.55638083473056,3,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,2022,181.6346818130908,2,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,2023,190.051158178583,1,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,2024,199.25693933854612,0,FALSE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1900,0.04077147427903936,124,TRUE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1905,0.06107413578575391,119,TRUE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1910,0.0815946661886863,114,TRUE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1915,0.12647543075564943,109,TRUE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1920,0.17322076548848825,104,TRUE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1925,0.2192668383332958,99,TRUE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1930,0.3240202333825097,94,TRUE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1935,0.4613086944988056,89,TRUE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1940,0.8018685302154752,84,TRUE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1945,0.8659544922173176,79,TRUE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1950,0.6492944996136683,74,TRUE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1955,1.439354342083178,69,TRUE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1960,4.012742574719247,64,TRUE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1965,5.404094480000254,59,TRUE
East Asia,Metal_Fe,civil_infrastructure,civil_engineering,1970,10.177391228406677,54,TRUE
East Asia,Metal_Fe,civil_infrastructure,roads,1970,1.5889061559665878,54,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,1971,1.7909965302602378,53,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,1972,2.0572008058588245,52,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,1973,2.455313232959873,51,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,1974,2.5252659887401445,50,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,1975,2.4486715244304227,49,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,1976,2.6083294568184505,48,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,1977,3.1146043271609596,47,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,1978,3.8880446791720575,46,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,1979,4.59612375749958,45,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,1980,4.589892781349095,44,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,1981,4.6774478220603966,43,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,1982,5.427153195174857,42,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,1983,6.363451291515999,41,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,1984,7.384712024649264,40,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,1985,8.616522599805515,39,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,1986,8.940159076304363,38,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,1987,10.375730632710775,37,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,1988,12.072825852775289,36,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,1989,13.593790147902228,35,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,1990,13.806545595399816,34,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,1991,15.968447841180968,33,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,1992,18.11770409151001,32,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,1993,23.708148168335164,31,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,1994,23.707814097192227,30,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,1995,38.863216807526975,29,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,1996,45.80760361909274,28,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,1997,51.15638318985029,27,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,1998,45.99315100441742,26,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,1999,52.32866165914607,25,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,2000,57.46843222488469,24,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,2001,65.27337019693996,23,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,2002,75.08287449379401,22,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,2003,86.26899101813893,21,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,2004,96.84369996197286,20,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,2005,116.73692971748716,19,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,2006,123.82678077774584,18,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,2007,137.75409562349284,17,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,2008,149.0305093459283,16,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,2009,162.0879264489315,15,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,2010,182.91341184986632,14,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,2011,190.5571838813615,13,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,2012,198.20614800562583,12,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,2013,220.01868601480834,11,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,2014,215.9238761203848,10,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,2015,206.92385430715754,9,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,2016,214.03771481432804,8,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,2017,220.7849434539651,7,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,2018,183.36498059271202,6,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,2019,193.22379700977842,5,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,2020,198.90316659414637,4,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,2021,212.80662550358315,3,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,2022,221.68647009375917,2,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,2023,232.081837823126,1,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,2024,243.3512195626993,0,FALSE
East Asia,Metal_Fe,civil_infrastructure,roads,1900,4.342036496032437e-10,124,TRUE
East Asia,Metal_Fe,civil_infrastructure,roads,1905,4.373806552189893e-9,119,TRUE
East Asia,Metal_Fe,civil_infrastructure,roads,1910,3.4976121035192476e-8,114,TRUE
East Asia,Metal_Fe,civil_infrastructure,roads,1915,2.8956083025248856e-7,109,TRUE
East Asia,Metal_Fe,civil_infrastructure,roads,1920,1.89483341206445e-6,104,TRUE
East Asia,Metal_Fe,civil_infrastructure,roads,1925,1.0278225495829022e-5,99,TRUE
East Asia,Metal_Fe,civil_infrastructure,roads,1930,5.852999102033386e-5,94,TRUE
East Asia,Metal_Fe,civil_infrastructure,roads,1935,2.895515916660822e-4,89,TRUE
East Asia,Metal_Fe,civil_infrastructure,roads,1940,0.0015814081861490051,84,TRUE
East Asia,Metal_Fe,civil_infrastructure,roads,1945,0.004865944054217189,79,TRUE
East Asia,Metal_Fe,civil_infrastructure,roads,1950,0.009454828656939876,74,TRUE
East Asia,Metal_Fe,civil_infrastructure,roads,1955,0.049551125127916304,69,TRUE
East Asia,Metal_Fe,civil_infrastructure,roads,1960,0.2988861891393131,64,TRUE
East Asia,Metal_Fe,civil_infrastructure,roads,1965,0.7996367740225113,59,TRUE
East Asia,Metal_Fe,civil_infrastructure,roads,1970,2.7562368174828156,54,TRUE
East Asia,Metal_Fe,machinery,machinery_group,1970,0.14138371718088957,54,FALSE
East Asia,Metal_Fe,machinery,machinery_group,1971,0.17656614908442783,53,FALSE
East Asia,Metal_Fe,machinery,machinery_group,1972,0.23460300087625208,52,FALSE
East Asia,Metal_Fe,machinery,machinery_group,1973,0.31410570305508334,51,FALSE
East Asia,Metal_Fe,machinery,machinery_group,1974,0.3719617478775868,50,FALSE
East Asia,Metal_Fe,machinery,machinery_group,1975,0.39417793138034335,49,FALSE
East Asia,Metal_Fe,machinery,machinery_group,1976,0.4649794230432004,48,FALSE
East Asia,Metal_Fe,machinery,machinery_group,1977,0.5967928387241376,47,FALSE
East Asia,Metal_Fe,machinery,machinery_group,1978,0.774947710322071,46,FALSE
East Asia,Metal_Fe,machinery,machinery_group,1979,1.0143189834257509,45,FALSE
East Asia,Metal_Fe,machinery,machinery_group,1980,1.1433925805028629,44,FALSE
East Asia,Metal_Fe,machinery,machinery_group,1981,1.3290316506222883,43,FALSE
East Asia,Metal_Fe,machinery,machinery_group,1982,1.6458435721105324,42,FALSE
East Asia,Metal_Fe,machinery,machinery_group,1983,2.0283774381408493,41,FALSE
East Asia,Metal_Fe,machinery,machinery_group,1984,2.5461250345923343,40,FALSE
East Asia,Metal_Fe,machinery,machinery_group,1985,3.0267560447736717,39,FALSE
East Asia,Metal_Fe,machinery,machinery_group,1986,3.380489547761673,38,FALSE
East Asia,Metal_Fe,machinery,machinery_group,1987,4.342779470229388,37,FALSE
East Asia,Metal_Fe,machinery,machinery_group,1988,5.590868711524243,36,FALSE
East Asia,Metal_Fe,machinery,machinery_group,1989,6.4976033387917775,35,FALSE
East Asia,Metal_Fe,machinery,machinery_group,1990,7.44702392485149,34,FALSE
East Asia,Metal_Fe,machinery,machinery_group,1991,8.432483237410667,33,FALSE
East Asia,Metal_Fe,machinery,machinery_group,1992,10.46411776741895,32,FALSE
East Asia,Metal_Fe,machinery,machinery_group,1993,12.662283091070002,31,FALSE
East Asia,Metal_Fe,machinery,machinery_group,1994,13.796975929894604,30,FALSE
East Asia,Metal_Fe,machinery,machinery_group,1995,13.914597118276868,29,FALSE
East Asia,Metal_Fe,machinery,machinery_group,1996,17.451480793515735,28,FALSE
East Asia,Metal_Fe,machinery,machinery_group,1997,20.01677131845658,27,FALSE
East Asia,Metal_Fe,machinery,machinery_group,1998,17.811340024579483,26,FALSE
East Asia,Metal_Fe,machinery,machinery_group,1999,20.43634087139406,25,FALSE
East Asia,Metal_Fe,machinery,machinery_group,2000,24.627917368937208,24,FALSE
East Asia,Metal_Fe,machinery,machinery_group,2001,28.244242236851203,23,FALSE
East Asia,Metal_Fe,machinery,machinery_group,2002,33.972323853569634,22,FALSE
East Asia,Metal_Fe,machinery,machinery_group,2003,39.87027600109937,21,FALSE
East Asia,Metal_Fe,machinery,machinery_group,2004,46.0729085234513,20,FALSE
East Asia,Metal_Fe,machinery,machinery_group,2005,57.49411590828769,19,FALSE
East Asia,Metal_Fe,machinery,machinery_group,2006,62.89839070324048,18,FALSE
East Asia,Metal_Fe,machinery,machinery_group,2007,73.50751169760541,17,FALSE
East Asia,Metal_Fe,machinery,machinery_group,2008,83.53212019500359,16,FALSE
East Asia,Metal_Fe,machinery,machinery_group,2009,89.00782042025195,15,FALSE
East Asia,Metal_Fe,machinery,machinery_group,2010,106.48475667069285,14,FALSE
East Asia,Metal_Fe,machinery,machinery_group,2011,115.68778086104605,13,FALSE
East Asia,Metal_Fe,machinery,machinery_group,2012,122.67338153943497,12,FALSE
East Asia,Metal_Fe,machinery,machinery_group,2013,139.42323573085596,11,FALSE
East Asia,Metal_Fe,machinery,machinery_group,2014,140.18001816745962,10,FALSE
East Asia,Metal_Fe,machinery,machinery_group,2015,134.3509525603123,9,FALSE
East Asia,Metal_Fe,machinery,machinery_group,2016,141.03226212724022,8,FALSE
East Asia,Metal_Fe,machinery,machinery_group,2017,146.36843321495428,7,FALSE
East Asia,Metal_Fe,machinery,machinery_group,2018,122.16102942363409,6,FALSE
East Asia,Metal_Fe,machinery,machinery_group,2019,129.22357211263264,5,FALSE
East Asia,Metal_Fe,machinery,machinery_group,2020,133.39991763163343,4,FALSE
