scenario,region,variable,year,value,index
SSP1,East Asia,GDP|PPP,1950,13995.11652941554,0.09540061273987681
SSP1,East Asia,GDP|PPP,1951,13995.11652941554,0.09540061273987681
SSP1,East Asia,GDP|PPP,1952,13995.11652941554,0.09540061273987681
SSP1,East Asia,GDP|PPP,1953,13995.11652941554,0.09540061273987681
SSP1,East Asia,GDP|PPP,1954,13995.11652941554,0.09540061273987681
SSP1,East Asia,GDP|PPP,1955,13995.11652941554,0.09540061273987681
SSP1,East Asia,GDP|PPP,1956,13995.11652941554,0.09540061273987681
SSP1,East Asia,GDP|PPP,1957,13995.11652941554,0.09540061273987681
SSP1,East Asia,GDP|PPP,1958,13995.11652941554,0.09540061273987681
SSP1,East Asia,GDP|PPP,1959,13995.11652941554,0.09540061273987681
SSP1,East Asia,GDP|PPP,1960,13995.11652941554,0.09540061273987681
SSP1,East Asia,GDP|PPP,1961,13995.11652941554,0.09540061273987681
SSP1,East Asia,GDP|PPP,1962,13995.11652941554,0.09540061273987681
SSP1,East Asia,GDP|PPP,1963,13995.11652941554,0.09540061273987681
SSP1,East Asia,GDP|PPP,1964,13995.11652941554,0.09540061273987681
SSP1,East Asia,GDP|PPP,1965,13995.11652941554,0.09540061273987681
SSP1,East Asia,GDP|PPP,1966,13995.11652941554,0.09540061273987681
SSP1,East Asia,GDP|PPP,1967,13995.11652941554,0.09540061273987681
SSP1,East Asia,GDP|PPP,1968,13995.11652941554,0.09540061273987681
SSP1,East Asia,GDP|PPP,1969,13995.11652941554,0.09540061273987681
SSP1,East Asia,GDP|PPP,1970,13995.11652941554,0.09540061273987681
SSP1,East Asia,GDP|PPP,1971,13995.11652941554,0.09540061273987681
SSP1,East Asia,GDP|PPP,1972,13995.11652941554,0.09540061273987681
SSP1,East Asia,GDP|PPP,1973,13995.11652941554,0.09540061273987681
SSP1,East Asia,GDP|PPP,1974,13995.11652941554,0.09540061273987681
SSP1,East Asia,GDP|PPP,1975,13995.11652941554,0.09540061273987681
SSP1,East Asia,GDP|PPP,1976,13995.11652941554,0.09540061273987681
SSP1,East Asia,GDP|PPP,1977,13995.11652941554,0.09540061273987681
SSP1,East Asia,GDP|PPP,1978,13995.11652941554,0.09540061273987681
SSP1,East Asia,GDP|PPP,1979,13995.11652941554,0.09540061273987681
SSP1,East Asia,GDP|PPP,1980,13995.11652941554,0.09540061273987681
SSP1,East Asia,GDP|PPP,1981,14891.179781423707,0.10150881363378075
SSP1,East Asia,GDP|PPP,1982,15787.243033431876,0.1076170145276847
SSP1,East Asia,GDP|PPP,1983,16683.306285440045,0.11372521542158864
SSP1,East Asia,GDP|PPP,1984,17579.369537448212,0.11983341631549259
SSP1,East Asia,GDP|PPP,1985,18475.43278945638,0.12594161720939653
SSP1,East Asia,GDP|PPP,1986,20096.674029027567,0.13699314417090214
SSP1,East Asia,GDP|PPP,1987,21717.915268598757,0.14804467113240777
SSP1,East Asia,GDP|PPP,1988,23339.156508169945,0.1590961980939134
SSP1,East Asia,GDP|PPP,1989,24960.39774774113,0.170147725055419
SSP1,East Asia,GDP|PPP,1990,26581.63898731232,0.1811992520169246
SSP1,East Asia,GDP|PPP,1991,28224.996583912998,0.19240153971041501
SSP1,East Asia,GDP|PPP,1992,29868.354180513677,0.20360382740390545
SSP1,East Asia,GDP|PPP,1993,31511.711777114353,0.21480611509739586
SSP1,East Asia,GDP|PPP,1994,33155.069373715036,0.2260084027908863
SSP1,East Asia,GDP|PPP,1995,34798.42697031571,0.23721069048437668
SSP1,East Asia,GDP|PPP,1996,36405.56366242861,0.24816607087453285
SSP1,East Asia,GDP|PPP,1997,38012.70035454151,0.259121451264689
SSP1,East Asia,GDP|PPP,1998,39619.83704665441,0.27007683165484514
SSP1,East Asia,GDP|PPP,1999,41226.97373876731,0.28103221204500134
SSP1,East Asia,GDP|PPP,2000,42834.1104308802,0.29198759243515743
SSP1,East Asia,GDP|PPP,2001,45525.505915847,0.31033404763269007
SSP1,East Asia,GDP|PPP,2002,48216.901400813804,0.3286805028302227
SSP1,East Asia,GDP|PPP,2003,50908.296885780604,0.34702695802775535
SSP1,East Asia,GDP|PPP,2004,53599.692370747405,0.365373413225288
SSP1,East Asia,GDP|PPP,2005,56291.087855714206,0.38371986842282063
SSP1,East Asia,GDP|PPP,2006,60479.1748704206,0.4122688316680446
SSP1,East Asia,GDP|PPP,2007,64667.261885126994,0.4408177949132687
SSP1,East Asia,GDP|PPP,2008,68855.34889983339,0.46936675815849277
SSP1,East Asia,GDP|PPP,2009,73043.43591453978,0.4979157214037167
SSP1,East Asia,GDP|PPP,2010,77231.52292924617,0.5264646846489407
SSP1,East Asia,GDP|PPP,2011,82060.7413618484,0.5593840530984009
SSP1,East Asia,GDP|PPP,2012,86889.95979445064,0.5923034215478611
SSP1,East Asia,GDP|PPP,2013,91719.17822705286,0.6252227899973212
SSP1,East Asia,GDP|PPP,2014,96548.3966596551,0.6581421584467815
SSP1,East Asia,GDP|PPP,2015,101377.61509225733,0.6910615268962416
SSP1,East Asia,GDP|PPP,2016,105768.37154182397,0.7209920283536465
SSP1,East Asia,GDP|PPP,2017,110159.1279913906,0.7509225298110513
SSP1,East Asia,GDP|PPP,2018,114549.88444095725,0.7808530312684563
SSP1,East Asia,GDP|PPP,2019,118940.64089052388,0.8107835327258611
SSP1,East Asia,GDP|PPP,2020,123331.39734009052,0.8407140341832661
SSP1,East Asia,GDP|PPP,2021,129173.14612210303,0.8805355256374495
SSP1,East Asia,GDP|PPP,2022,135014.89490411556,0.9203570170916331
SSP1,East Asia,GDP|PPP,2023,140856.64368612808,0.9601785085458167
SSP1,East Asia,GDP|PPP,2024,146698.39246814058,1
SSP1,East Asia,GDP|PPP,2025,152540.1412501531,1.0398214914541835
SSP1,East Asia,GDP|PPP,2026,158333.4048644893,1.0793124737128634
SSP1,East Asia,GDP|PPP,2027,164126.6684788255,1.1188034559715434
SSP1,East Asia,GDP|PPP,2028,169919.9320931617,1.1582944382302234
SSP1,East Asia,GDP|PPP,2029,175713.19570749791,1.1977854204889031
SSP1,East Asia,GDP|PPP,2030,181506.45932183412,1.237276402747583
SSP1,East Asia,GDP|PPP,2031,187631.86534464222,1.2790315025803125
SSP1,East Asia,GDP|PPP,2032,193757.27136745033,1.3207866024130417
SSP1,East Asia,GDP|PPP,2033,199882.67739025844,1.3625417022457709
SSP1,East Asia,GDP|PPP,2034,206008.08341306655,1.4042968020785
SSP1,East Asia,GDP|PPP,2035,212133.48943587465,1.4460519019112295
SSP1,East Asia,GDP|PPP,2036,218055.64586759132,1.4864215087765726
SSP1,East Asia,GDP|PPP,2037,223977.80229930798,1.5267911156419158
SSP1,East Asia,GDP|PPP,2038,229899.95873102467,1.5671607225072592
SSP1,East Asia,GDP|PPP,2039,235822.11516274133,1.6075303293726024
SSP1,East Asia,GDP|PPP,2040,241744.271594458,1.6478999362379458
SSP1,East Asia,GDP|PPP,2041,247783.38065400822,1.6890667749329353
SSP1,East Asia,GDP|PPP,2042,253822.48971355843,1.7302336136279248
SSP1,East Asia,GDP|PPP,2043,259861.59877310868,1.7714004523229148
SSP1,East Asia,GDP|PPP,2044,265900.7078326589,1.8125672910179043
SSP1,East Asia,GDP|PPP,2045,271939.8168922091,1.8537341297128938
SSP1,East Asia,GDP|PPP,2046,277547.5156529886,1.8919601706832971
SSP1,East Asia,GDP|PPP,2047,283155.21441376803,1.9301862116537005
SSP1,East Asia,GDP|PPP,2048,288762.9131745475,1.9684122526241041
SSP1,East Asia,GDP|PPP,2049,294370.61193532695,2.0066382935945075
SSP1,East Asia,GDP|PPP,2050,299978.3106961064,2.044864334564911
SSP1,East Asia,GDP|PPP,2051,304958.29901583295,2.078811457201637
SSP1,East Asia,GDP|PPP,2052,309938.2873355595,2.112758579838363
SSP1,East Asia,GDP|PPP,2053,314918.27565528604,2.146705702475089
SSP1,East Asia,GDP|PPP,2054,319898.2639750126,2.180652825111815
SSP1,East Asia,GDP|PPP,2055,324878.2522947391,2.214599947748541
SSP1,East Asia,GDP|PPP,2056,329577.0282175007,2.246630127791462
SSP1,East Asia,GDP|PPP,2057,334275.80414026236,2.2786603078343832
SSP1,East Asia,GDP|PPP,2058,338974.58006302395,2.310690487877304
SSP1,East Asia,GDP|PPP,2059,343673.3559857856,2.342720667920225
SSP1,East Asia,GDP|PPP,2060,348372.1319085472,2.3747508479631456
SSP1,East Asia,GDP|PPP,2061,352776.01052126224,2.4047707993656227
SSP1,East Asia,GDP|PPP,2062,357179.8891339773,2.4347907507680993
SSP1,East Asia,GDP|PPP,2063,361583.7677466924,2.4648107021705767
SSP1,East Asia,GDP|PPP,2064,365987.64635940746,2.4948306535730533
SSP1,East Asia,GDP|PPP,2065,370391.5249721225,2.5248506049755304
SSP1,East Asia,GDP|PPP,2066,374090.4997030152,2.5500654329546166
SSP1,East Asia,GDP|PPP,2067,377789.4744339079,2.5752802609337033
SSP1,East Asia,GDP|PPP,2068,381488.4491648005,2.6004950889127896
SSP1,East Asia,GDP|PPP,2069,385187.4238956932,2.625709916891876
SSP1,East Asia,GDP|PPP,2070,388886.3986265859,2.6509247448709625
SSP1,East Asia,GDP|PPP,2071,391805.26068394433,2.670821773108626
SSP1,East Asia,GDP|PPP,2072,394724.12274130277,2.6907188013462897
SSP1,East Asia,GDP|PPP,2073,397642.9847986612,2.710615829583953
SSP1,East Asia,GDP|PPP,2074,400561.84685601963,2.7305128578216165
SSP1,East Asia,GDP|PPP,2075,403480.70891337807,2.75040988605928
SSP1,East Asia,GDP|PPP,2076,405738.1458578887,2.7657981729145766
SSP1,East Asia,GDP|PPP,2077,407995.58280239924,2.7811864597698728
SSP1,East Asia,GDP|PPP,2078,410253.01974690985,2.796574746625169
SSP1,East Asia,GDP|PPP,2079,412510.4566914204,2.811963033480465
SSP1,East Asia,GDP|PPP,2080,414767.893635931,2.8273513203357616
SSP1,East Asia,GDP|PPP,2081,416405.81114109803,2.8385165245183686
SSP1,East Asia,GDP|PPP,2082,418043.72864626505,2.849681728700976
SSP1,East Asia,GDP|PPP,2083,419681.64615143207,2.860846932883583
SSP1,East Asia,GDP|PPP,2084,421319.5636565991,2.87201213706619
SSP1,East Asia,GDP|PPP,2085,422957.4811617661,2.883177341248797
SSP1,East Asia,GDP|PPP,2086,424051.35774832754,2.890633977740564
SSP1,East Asia,GDP|PPP,2087,425145.2343348889,2.8980906142323297
SSP1,East Asia,GDP|PPP,2088,426239.11092145037,2.9055472507240965
SSP1,East Asia,GDP|PPP,2089,427332.98750801175,2.913003887215863
SSP1,East Asia,GDP|PPP,2090,428426.8640945732,2.9204605237076295
SSP1,East Asia,GDP|PPP,2091,429079.4156928857,2.9249087769388584
SSP1,East Asia,GDP|PPP,2092,429731.9672911982,2.9293570301700873
SSP1,East Asia,GDP|PPP,2093,430384.51888951065,2.933805283401316
SSP1,East Asia,GDP|PPP,2094,431037.07048782316,2.938253536632545
SSP1,East Asia,GDP|PPP,2095,431689.62208613567,2.942701789863774
SSP1,East Asia,GDP|PPP,2096,431906.41851341643,2.9441796276480416
SSP1,East Asia,GDP|PPP,2097,432123.2149406972,2.9456574654323098
SSP1,East Asia,GDP|PPP,2098,432340.0113679779,2.947135303216577
SSP1,East Asia,GDP|PPP,2099,432556.80779525865,2.9486131410008447
SSP1,East Asia,GDP|PPP,2100,432773.6042225394,2.9500909787851124
SSP1,East Asia,GDP|PPP [per capita],1950,303085.2901722467,0.1506502426317512
SSP1,East Asia,GDP|PPP [per capita],1951,303085.2901722467,0.1506502426317512
SSP1,East Asia,GDP|PPP [per capita],1952,303085.2901722467,0.1506502426317512
SSP1,East Asia,GDP|PPP [per capita],1953,303085.2901722467,0.1506502426317512
SSP1,East Asia,GDP|PPP [per capita],1954,303085.2901722467,0.1506502426317512
SSP1,East Asia,GDP|PPP [per capita],1955,303085.2901722467,0.1506502426317512
SSP1,East Asia,GDP|PPP [per capita],1956,303085.2901722467,0.1506502426317512
SSP1,East Asia,GDP|PPP [per capita],1957,303085.2901722467,0.1506502426317512
SSP1,East Asia,GDP|PPP [per capita],1958,303085.2901722467,0.1506502426317512
SSP1,East Asia,GDP|PPP [per capita],1959,303085.2901722467,0.1506502426317512
SSP1,East Asia,GDP|PPP [per capita],1960,303085.2901722467,0.1506502426317512
SSP1,East Asia,GDP|PPP [per capita],1961,303085.2901722467,0.1506502426317512
SSP1,East Asia,GDP|PPP [per capita],1962,303085.2901722467,0.1506502426317512
SSP1,East Asia,GDP|PPP [per capita],1963,303085.2901722467,0.1506502426317512
SSP1,East Asia,GDP|PPP [per capita],1964,303085.2901722467,0.1506502426317512
SSP1,East Asia,GDP|PPP [per capita],1965,303085.2901722467,0.1506502426317512
SSP1,East Asia,GDP|PPP [per capita],1966,303085.2901722467,0.1506502426317512
SSP1,East Asia,GDP|PPP [per capita],1967,303085.2901722467,0.1506502426317512
SSP1,East Asia,GDP|PPP [per capita],1968,303085.2901722467,0.1506502426317512
SSP1,East Asia,GDP|PPP [per capita],1969,303085.2901722467,0.1506502426317512
SSP1,East Asia,GDP|PPP [per capita],1970,303085.2901722467,0.1506502426317512
SSP1,East Asia,GDP|PPP [per capita],1971,303085.2901722467,0.1506502426317512
SSP1,East Asia,GDP|PPP [per capita],1972,303085.2901722467,0.1506502426317512
SSP1,East Asia,GDP|PPP [per capita],1973,303085.2901722467,0.1506502426317512
SSP1,East Asia,GDP|PPP [per capita],1974,303085.2901722467,0.1506502426317512
SSP1,East Asia,GDP|PPP [per capita],1975,303085.2901722467,0.1506502426317512
SSP1,East Asia,GDP|PPP [per capita],1976,303085.2901722467,0.1506502426317512
SSP1,East Asia,GDP|PPP [per capita],1977,303085.2901722467,0.1506502426317512
SSP1,East Asia,GDP|PPP [per capita],1978,303085.2901722467,0.1506502426317512
SSP1,East Asia,GDP|PPP [per capita],1979,303085.2901722467,0.1506502426317512
SSP1,East Asia,GDP|PPP [per capita],1980,303085.2901722467,0.1506502426317512
SSP1,East Asia,GDP|PPP [per capita],1981,369477.25145421544,0.18365073919244604
SSP1,East Asia,GDP|PPP [per capita],1982,435869.21273618424,0.2166512357531409
SSP1,East Asia,GDP|PPP [per capita],1983,502261.174018153,0.24965173231383575
SSP1,East Asia,GDP|PPP [per capita],1984,568653.1353001217,0.28265222887453056
SSP1,East Asia,GDP|PPP [per capita],1985,635045.0965820905,0.31565272543522543
SSP1,East Asia,GDP|PPP [per capita],1986,698182.0839365836,0.3470353189572886
SSP1,East Asia,GDP|PPP [per capita],1987,761319.0712910767,0.37841791247935186
SSP1,East Asia,GDP|PPP [per capita],1988,824456.0586455697,0.409800506001415
SSP1,East Asia,GDP|PPP [per capita],1989,887593.0460000628,0.4411830995234782
SSP1,East Asia,GDP|PPP [per capita],1990,950730.033354556,0.4725656930455414
SSP1,East Asia,GDP|PPP [per capita],1991,971393.965734948,0.48283681648100407
SSP1,East Asia,GDP|PPP [per capita],1992,992057.8981153402,0.49310793991646673
SSP1,East Asia,GDP|PPP [per capita],1993,1012721.8304957321,0.5033790633519294
SSP1,East Asia,GDP|PPP [per capita],1994,1033385.7628761242,0.513650186787392
SSP1,East Asia,GDP|PPP [per capita],1995,1054049.6952565163,0.5239213102228547
SSP1,East Asia,GDP|PPP [per capita],1996,1067443.51684902,0.5305787843336252
SSP1,East Asia,GDP|PPP [per capita],1997,1080837.3384415237,0.5372362584443956
SSP1,East Asia,GDP|PPP [per capita],1998,1094231.1600340276,0.543893732555166
SSP1,East Asia,GDP|PPP [per capita],1999,1107624.9816265313,0.5505512066659365
SSP1,East Asia,GDP|PPP [per capita],2000,1121018.803219035,0.5572086807767069
SSP1,East Asia,GDP|PPP [per capita],2001,1168619.9381259717,0.5808690917428785
SSP1,East Asia,GDP|PPP [per capita],2002,1216221.0730329084,0.6045295027090501
SSP1,East Asia,GDP|PPP [per capita],2003,1263822.2079398453,0.6281899136752218
SSP1,East Asia,GDP|PPP [per capita],2004,1311423.342846782,0.6518503246413935
SSP1,East Asia,GDP|PPP [per capita],2005,1359024.4777537186,0.6755107356075651
SSP1,East Asia,GDP|PPP [per capita],2006,1414459.1628205576,0.7030648565970328
SSP1,East Asia,GDP|PPP [per capita],2007,1469893.8478873966,0.7306189775865005
SSP1,East Asia,GDP|PPP [per capita],2008,1525328.5329542356,0.7581730985759682
SSP1,East Asia,GDP|PPP [per capita],2009,1580763.2180210745,0.7857272195654359
SSP1,East Asia,GDP|PPP [per capita],2010,1636197.9030879135,0.8132813405549035
SSP1,East Asia,GDP|PPP [per capita],2011,1669205.5925527024,0.8296879976505281
SSP1,East Asia,GDP|PPP [per capita],2012,1702213.2820174913,0.8460946547461529
SSP1,East Asia,GDP|PPP [per capita],2013,1735220.9714822802,0.8625013118417775
SSP1,East Asia,GDP|PPP [per capita],2014,1768228.660947069,0.8789079689374021
SSP1,East Asia,GDP|PPP [per capita],2015,1801236.350411858,0.8953146260330267
SSP1,East Asia,GDP|PPP [per capita],2016,1782246.9824661955,0.8858758542377613
SSP1,East Asia,GDP|PPP [per capita],2017,1763257.6145205328,0.8764370824424957
SSP1,East Asia,GDP|PPP [per capita],2018,1744268.2465748703,0.8669983106472302
SSP1,East Asia,GDP|PPP [per capita],2019,1725278.8786292076,0.8575595388519647
SSP1,East Asia,GDP|PPP [per capita],2020,1706289.5106835451,0.8481207670566993
SSP1,East Asia,GDP|PPP [per capita],2021,1782678.9684494378,0.8860905752925243
SSP1,East Asia,GDP|PPP [per capita],2022,1859068.4262153304,0.9240603835283495
SSP1,East Asia,GDP|PPP [per capita],2023,1935457.8839812232,0.9620301917641748
SSP1,East Asia,GDP|PPP [per capita],2024,2011847.3417471158,1
SSP1,East Asia,GDP|PPP [per capita],2025,2088236.7995130084,1.037969808235825
SSP1,East Asia,GDP|PPP [per capita],2026,2147561.8385377196,1.06745765147009
SSP1,East Asia,GDP|PPP [per capita],2027,2206886.8775624307,1.0969454947043547
SSP1,East Asia,GDP|PPP [per capita],2028,2266211.9165871413,1.126433337938619
SSP1,East Asia,GDP|PPP [per capita],2029,2325536.9556118525,1.1559211811728838
SSP1,East Asia,GDP|PPP [per capita],2030,2384861.9946365636,1.1854090244071485
SSP1,East Asia,GDP|PPP [per capita],2031,2446509.2855374655,1.216051155955443
SSP1,East Asia,GDP|PPP [per capita],2032,2508156.5764383674,1.2466932875037375
SSP1,East Asia,GDP|PPP [per capita],2033,2569803.8673392697,1.2773354190520325
SSP1,East Asia,GDP|PPP [per capita],2034,2631451.1582401716,1.307977550600327
SSP1,East Asia,GDP|PPP [per capita],2035,2693098.4491410735,1.3386196821486216
SSP1,East Asia,GDP|PPP [per capita],2036,2748815.3791238246,1.36631409455586
SSP1,East Asia,GDP|PPP [per capita],2037,2804532.3091065753,1.3940085069630983
SSP1,East Asia,GDP|PPP [per capita],2038,2860249.2390893265,1.421702919370337
SSP1,East Asia,GDP|PPP [per capita],2039,2915966.169072077,1.4493973317775752
SSP1,East Asia,GDP|PPP [per capita],2040,2971683.0990548283,1.4770917441848137
SSP1,East Asia,GDP|PPP [per capita],2041,3021696.978863744,1.5019514235308038
SSP1,East Asia,GDP|PPP [per capita],2042,3071710.85867266,1.526811102876794
SSP1,East Asia,GDP|PPP [per capita],2043,3121724.7384815756,1.551670782222784
SSP1,East Asia,GDP|PPP [per capita],2044,3171738.6182904914,1.5765304615687739
SSP1,East Asia,GDP|PPP [per capita],2045,3221752.498099407,1.601390140914764
SSP1,East Asia,GDP|PPP [per capita],2046,3265822.01245799,1.623295140088465
SSP1,East Asia,GDP|PPP [per capita],2047,3309891.5268165725,1.6452001392621656
SSP1,East Asia,GDP|PPP [per capita],2048,3353961.0411751554,1.6671051384358664
SSP1,East Asia,GDP|PPP [per capita],2049,3398030.555533738,1.6890101376095672
SSP1,East Asia,GDP|PPP [per capita],2050,3442100.069892321,1.710915136783268
SSP1,East Asia,GDP|PPP [per capita],2051,3485290.3524683765,1.7323831088703294
SSP1,East Asia,GDP|PPP [per capita],2052,3528480.6350444322,1.7538510809573908
SSP1,East Asia,GDP|PPP [per capita],2053,3571670.917620488,1.7753190530444523
SSP1,East Asia,GDP|PPP [per capita],2054,3614861.2001965437,1.7967870251315134
SSP1,East Asia,GDP|PPP [per capita],2055,3658051.4827725994,1.8182549972185749
SSP1,East Asia,GDP|PPP [per capita],2056,3704501.988370785,1.8413434814361933
SSP1,East Asia,GDP|PPP [per capita],2057,3750952.493968971,1.8644319656538118
SSP1,East Asia,GDP|PPP [per capita],2058,3797402.9995671567,1.88752044987143
SSP1,East Asia,GDP|PPP [per capita],2059,3843853.5051653427,1.9106089340890484
SSP1,East Asia,GDP|PPP [per capita],2060,3890304.0107635283,1.9336974183066669
SSP1,East Asia,GDP|PPP [per capita],2061,3941748.636351657,1.9592682578632374
SSP1,East Asia,GDP|PPP [per capita],2062,3993193.261939786,1.9848390974198082
SSP1,East Asia,GDP|PPP [per capita],2063,4044637.8875279143,2.010409936976379
SSP1,East Asia,GDP|PPP [per capita],2064,4096082.513116043,2.0359807765329494
SSP1,East Asia,GDP|PPP [per capita],2065,4147527.138704172,2.06155161608952
SSP1,East Asia,GDP|PPP [per capita],2066,4200405.248018018,2.087834976768331
SSP1,East Asia,GDP|PPP [per capita],2067,4253283.357331865,2.1141183374471417
SSP1,East Asia,GDP|PPP [per capita],2068,4306161.46664571,2.1404016981259524
SSP1,East Asia,GDP|PPP [per capita],2069,4359039.575959556,2.166685058804763
SSP1,East Asia,GDP|PPP [per capita],2070,4411917.685273402,2.192968419483574
SSP1,East Asia,GDP|PPP [per capita],2071,4465095.469002821,2.2194007350106744
SSP1,East Asia,GDP|PPP [per capita],2072,4518273.25273224,2.2458330505377755
SSP1,East Asia,GDP|PPP [per capita],2073,4571451.036461658,2.272265366064876
SSP1,East Asia,GDP|PPP [per capita],2074,4624628.820191077,2.298697681591977
SSP1,East Asia,GDP|PPP [per capita],2075,4677806.603920495,2.3251299971190775
SSP1,East Asia,GDP|PPP [per capita],2076,4731063.429658438,2.351601600919639
SSP1,East Asia,GDP|PPP [per capita],2077,4784320.25539638,2.3780732047202005
SSP1,East Asia,GDP|PPP [per capita],2078,4837577.081134323,2.4045448085207624
SSP1,East Asia,GDP|PPP [per capita],2079,4890833.906872265,2.4310164123213234
SSP1,East Asia,GDP|PPP [per capita],2080,4944090.732610208,2.4574880161218853
SSP1,East Asia,GDP|PPP [per capita],2081,4998511.006941859,2.484537918568455
SSP1,East Asia,GDP|PPP [per capita],2082,5052931.281273508,2.511587821015025
SSP1,East Asia,GDP|PPP [per capita],2083,5107351.555605159,2.5386377234615947
SSP1,East Asia,GDP|PPP [per capita],2084,5161771.829936809,2.5656876259081645
SSP1,East Asia,GDP|PPP [per capita],2085,5216192.10426846,2.5927375283547343
SSP1,East Asia,GDP|PPP [per capita],2086,5272901.756739755,2.6209253790402878
SSP1,East Asia,GDP|PPP [per capita],2087,5329611.40921105,2.649113229725841
SSP1,East Asia,GDP|PPP [per capita],2088,5386321.061682345,2.6773010804113944
SSP1,East Asia,GDP|PPP [per capita],2089,5443030.71415364,2.705488931096948
SSP1,East Asia,GDP|PPP [per capita],2090,5499740.3666249355,2.7336767817825014
SSP1,East Asia,GDP|PPP [per capita],2091,5559300.674332665,2.7632815666346198
SSP1,East Asia,GDP|PPP [per capita],2092,5618860.982040395,2.792886351486738
SSP1,East Asia,GDP|PPP [per capita],2093,5678421.289748125,2.8224911363388565
SSP1,East Asia,GDP|PPP [per capita],2094,5737981.5974558545,2.852095921190975
SSP1,East Asia,GDP|PPP [per capita],2095,5797541.905163584,2.8817007060430933
SSP1,East Asia,GDP|PPP [per capita],2096,5860896.172362025,2.9131912997297014
SSP1,East Asia,GDP|PPP [per capita],2097,5924250.439560466,2.9446818934163095
SSP1,East Asia,GDP|PPP [per capita],2098,5987604.706758907,2.9761724871029176
SSP1,East Asia,GDP|PPP [per capita],2099,6050958.973957349,3.0076630807895257
SSP1,East Asia,GDP|PPP [per capita],2100,6114313.241155789,3.039153674476134
SSP1,East Asia,Population,1950,844.752342,0.3476032375031313
SSP1,East Asia,Population,1951,862.8182232,0.35503708347341806
SSP1,East Asia,Population,1952,880.8841044,0.36247092944370474
SSP1,East Asia,Population,1953,898.9499856,0.36990477541399147
SSP1,East Asia,Population,1954,917.0158667999999,0.37733862138427815
SSP1,East Asia,Population,1955,935.081748,0.38477246735456483
SSP1,East Asia,Population,1956,955.2757839999999,0.39308201790903347
SSP1,East Asia,Population,1957,975.4698199999999,0.4013915684635021
SSP1,East Asia,Population,1958,995.6638559999999,0.40970111901797074
SSP1,East Asia,Population,1959,1015.8578919999999,0.4180106695724394
SSP1,East Asia,Population,1960,1036.0519279999999,0.426320220126908
SSP1,East Asia,Population,1961,1057.6294825999998,0.4351990683566778
SSP1,East Asia,Population,1962,1079.2070371999998,0.4440779165864476
SSP1,East Asia,Population,1963,1100.7845918,0.4529567648162175
SSP1,East Asia,Population,1964,1122.3621464,0.46183561304598725
SSP1,East Asia,Population,1965,1143.939701,0.47071446127575706
SSP1,East Asia,Population,1966,1173.6632806,0.4829452796889743
SSP1,East Asia,Population,1967,1203.3868602,0.4951760981021916
SSP1,East Asia,Population,1968,1233.1104398,0.5074069165154089
SSP1,East Asia,Population,1969,1262.8340194,0.5196377349286262
SSP1,East Asia,Population,1970,1292.557599,0.5318685533418435
SSP1,East Asia,Population,1971,1322.6427893999999,0.5442481693121038
SSP1,East Asia,Population,1972,1352.7279798,0.5566277852823643
SSP1,East Asia,Population,1973,1382.8131701999998,0.5690074012526248
SSP1,East Asia,Population,1974,1412.8983606,0.5813870172228853
SSP1,East Asia,Population,1975,1442.9835509999998,0.5937666331931457
SSP1,East Asia,Population,1976,1467.1554136,0.6037130012332131
SSP1,East Asia,Population,1977,1491.3272762,0.6136593692732805
SSP1,East Asia,Population,1978,1515.4991388,0.6236057373133479
SSP1,East Asia,Population,1979,1539.6710014,0.6335521053534152
SSP1,East Asia,Population,1980,1563.8428640000002,0.6434984733934828
SSP1,East Asia,Population,1981,1590.6982744000002,0.6545490821167613
SSP1,East Asia,Population,1982,1617.5536848000002,0.66559969084004
SSP1,East Asia,Population,1983,1644.4090952000001,0.6766502995633186
SSP1,East Asia,Population,1984,1671.2645056000001,0.6877009082865972
SSP1,East Asia,Population,1985,1698.119916,0.6987515170098759
SSP1,East Asia,Population,1986,1727.9881018,0.7110418387600878
SSP1,East Asia,Population,1987,1757.8562876,0.7233321605102997
SSP1,East Asia,Population,1988,1787.7244734,0.7356224822605116
SSP1,East Asia,Population,1989,1817.5926592,0.7479128040107236
SSP1,East Asia,Population,1990,1847.460845,0.7602031257609354
SSP1,East Asia,Population,1991,1871.940804,0.7702762709648867
SSP1,East Asia,Population,1992,1896.420763,0.780349416168838
SSP1,East Asia,Population,1993,1920.9007219999999,0.7904225613727892
SSP1,East Asia,Population,1994,1945.3806809999999,0.8004957065767405
SSP1,East Asia,Population,1995,1969.8606399999999,0.8105688517806918
SSP1,East Asia,Population,1996,1988.9123055999999,0.8184083336183012
SSP1,East Asia,Population,1997,2007.9639712,0.8262478154559108
SSP1,East Asia,Population,1998,2027.0156368,0.8340872972935202
SSP1,East Asia,Population,1999,2046.0673024000002,0.8419267791311297
SSP1,East Asia,Population,2000,2065.118968,0.8497662609687392
SSP1,East Asia,Population,2001,2082.259214,0.8568192215880541
SSP1,East Asia,Population,2002,2099.39946,0.863872182207369
SSP1,East Asia,Population,2003,2116.539706,0.870925142826684
SSP1,East Asia,Population,2004,2133.679952,0.8779781034459989
SSP1,East Asia,Population,2005,2150.820198,0.8850310640653138
SSP1,East Asia,Population,2006,2168.2076806,0.8921857589306516
SSP1,East Asia,Population,2007,2185.5951632,0.8993404537959893
SSP1,East Asia,Population,2008,2202.9826457999998,0.9064951486613269
